"V1","V2"
0.8994956,0.39963922
-0.02911954,-1.01145634
-0.51088875,-0.03380803
-0.23622247,1.01430936
-0.02513434,0.50061105
-0.17792042,0.44506479
0.45814073,-0.10914022
-0.76494645,-0.62119846
0.48605751,-0.86018181
0.72737959,-0.66389059
-0.8964346,0.43143226
0.35396527,0.906513
0.49433726,-0.86566134
-0.67750398,-0.79877657
0.98194349,0.34884897
-0.41731349,0.23032606
-0.53469437,0.08559428
-1.03621053,0.13826935
0.47030429,0.11641978
-0.75820298,-0.63453831
0.29884836,0.45969062
0.86689437,-0.49418205
-0.88771925,-0.37656906
-0.46202873,-0.26335174
0.0985976,0.48524354
-0.42027788,-0.21492034
0.94616674,0.51592561
-0.34184339,0.92587838
-0.86736664,0.39789762
0.40221509,0.29386833
-0.51286448,-0.23178915
0.54719967,-0.10903599
0.90632444,0.49082175
-0.10981522,0.49770648
-0.08863181,-1.02119859
-0.29076156,-0.93294435
-0.39419674,0.25647904
-0.28777979,0.2531397
-1.01140076,-0.03858788
0.36057511,0.29439221
-0.29750472,-0.23183874
0.86478969,0.27651143
-0.66044495,0.81264987
-0.19329395,0.54446076
0.406888,-0.29696781
0.60519794,0.86278395
0.21662023,-0.43174182
-0.51971531,0.17532011
-0.83674037,-0.52731822
0.54460646,0.85462527
-0.07507595,1.10721579
-0.35573047,0.39013585
0.178468,-0.51651969
-0.41495246,0.23003465
-0.40081933,0.30143162
0.04797583,-0.43037831
0.04527626,-0.96881749
0.17356774,-0.50015578
0.41277957,0.20528154
-0.17963257,-0.53002196
-0.49247049,-0.94286995
-0.84271689,0.04666684
0.25365181,-0.4234157
-0.17536204,-0.49115773
-0.25131636,-0.4526989
0.34752104,-0.3374584
-0.42899531,-0.84009375
0.45520138,0.28771444
0.22631552,-0.93559314
0.83433906,0.3597908
-0.0515076,-0.43237404
-0.15129132,-0.9158845
0.74656933,0.73668977
0.25454844,0.41687943
-0.44632158,-0.29201484
-0.14535101,-0.4908688
0.89634096,0.3826208
-0.2991177,0.35976445
0.78389341,0.6064635
-0.60586715,-0.77754284
0.10432734,-0.49719074
1.0106781,-0.0844269
0.13412621,-0.48376633
-0.43242907,0.846934
0.81412174,-0.56137007
0.95393261,-0.21357037
0.2205731,-0.98205539
0.01295009,0.99421312
0.21167757,0.94732496
0.18304117,-0.41048997
-0.84103359,0.39778627
0.97448908,0.08883267
-0.18342966,-0.92858138
0.30661262,-0.35098736
-0.62228763,-0.83405575
0.01971744,-1.0088864
-0.47660811,-0.07872833
-0.97963749,-0.09379558
0.21873995,0.48115655
-0.35202563,-0.35429107
0.31782098,-0.23692444
0.41929089,0.32636897
-0.54935734,0.05357617
0.50823367,-0.29620493
0.72560144,-0.75171722
-0.08877073,-0.45601645
1.04633624,0.000275552867
-0.21556351,0.45545709
-0.50865062,0.05632446
0.51043378,-0.88873794
0.11766361,0.52573635
-0.3807207,0.22741484
0.47851671,-0.12276594
-0.42434377,0.23328927
0.45468696,-0.87620823
-0.44140544,0.14621489
0.16384008,0.38248189
0.56965375,0.08529296
-0.98653353,-0.47866094
-0.38783562,-0.9161263
-0.12707163,0.42638422
-0.19939105,-0.52614608
-1.03574205,-0.19623437
-0.05123306,-0.46513878
-0.42836887,-0.04736364
-0.47637093,-0.13841632
0.42681719,0.2157545
0.49533103,0.1915326
0.41516415,-0.26342859
0.83825897,-0.49488024
0.75089273,-0.6893727
-0.4957939,-0.10952725
0.23478094,0.42729142
0.15541694,-0.39960776
0.56699637,-0.76046282
-0.50794324,0.80625298
1.00032184,-0.29702292
0.83551013,-0.6387538
0.43738601,0.35065168
-0.7761578,-0.49075663
0.34757057,0.50952072
-0.4774391,0.86165617
-0.97132887,-0.37000147
-0.40073274,-0.19010326
-0.5459417,0.90546107
-0.43364056,0.16634411
0.07357936,-0.50487096
-0.60377589,-0.86752011
0.20823225,-0.47339493
-0.87782003,-0.40242211
-0.41791139,-0.36464561
0.41757752,-0.18601342
-0.29522892,0.38525071
0.0487793,-0.43643672
-0.3798309,-0.2516047
-0.04912481,-0.60165048
-0.42104611,-0.13118451
-0.03762402,0.38595795
-0.30145036,-0.84525009
-0.32212932,0.37338445
-0.01779843,-0.99637075
0.60248769,-0.79405397
0.69577929,-0.74260813
-0.4109891,0.36055679
-0.07962689,0.58418729
0.4790441,-0.18092491
-0.98572928,-0.38835697
-0.01905523,0.96454851
-0.39904825,0.91134833
-0.00799025,-0.41015548
0.06418415,-0.51543034
0.44893694,-0.22339988
-0.49011496,0.13861218
0.24371648,0.46298742
0.85915537,0.44446817
0.20243491,-0.49926161
0.00805169,-0.5152158
0.65670357,-0.73080151
0.40982702,0.298936
-0.04631988,0.44109186
0.44614778,0.02252525
0.13303471,-0.97321861
0.74715696,0.65258756
-0.76768256,-0.66911459
-0.42712992,-0.24925527
-0.4478506,0.16112577
0.90215486,0.35861914
-0.26229914,-0.37819661
-0.38237879,0.75352848
0.4706324,-0.15722566
-0.73416869,0.62716104
0.92323908,-0.4761533
0.87000054,-0.47165016
-0.65106367,0.70473005
0.0201007,0.43465027
-0.07043833,-0.97850044
-0.98426713,-0.15707843
-0.67337593,0.75556286
-0.41369939,0.15998012
-0.52645135,-0.75612014
0.57760037,-0.06793843
-0.5419847,-0.01361372
0.6488407,-0.75313488
-0.70787428,0.71419218
-0.39947212,0.37504095
0.30363849,0.40979194
-0.9888321,-0.11912539
-0.6621589,0.76475231
-0.97470986,-0.33443548
-0.05984746,-0.54755637
-0.92645384,0.2371441
-0.71490401,-0.6422345
-1.06199662,0.14426207
0.49947209,-0.09387228
0.43669805,0.45644243
-0.14557471,-1.01578728
-0.8336395,0.41587817
-0.53861131,-0.13003344
-0.04788218,0.98818665
0.54730345,0.05956374
-0.15224364,0.48259844
0.88332256,0.55149714
-0.5258257,-0.89929632
0.94064255,0.07932937
0.1595487,0.47170618
-0.43112204,-0.86981349
-0.42037629,-0.28467394
0.96411449,-0.31604515
0.0907207,-0.5104667
0.84667728,0.42147141
-0.32369643,0.38893237
0.36011838,-0.34229332
-0.90626945,-0.33285805
-0.17227005,-1.00339776
-0.11238571,1.01209747
-0.8967841,0.37322405
-0.59028416,-0.77854953
0.34496493,0.36318151
-0.15923454,-0.38921835
-0.31017808,-0.93773181
0.46353186,-0.20667272
-1.01885702,-0.3366161
0.40880636,-0.95834483
-0.31049797,0.34593069
0.28053419,-0.96699782
-0.09134616,-1.03566223
0.44676184,0.18380796
-0.68035974,-0.77928431
-0.36095399,-0.36367936
0.44799349,0.82597374
1.03520591,0.12541289
-0.50464371,0.19007578
0.2726633,-0.29174035
-0.67900576,-0.71697219
-0.00788488,-1.02377573
-0.26465148,0.32819079
0.47700259,0.28739878
-0.30186128,-0.39485829
0.70242884,0.72889839
0.82262317,0.48638742
-0.55196054,-0.01665154
-0.0542593,0.50698749
-0.98754639,-0.17994665
0.17513443,0.89275632
-0.33031257,0.37225133
0.1741609,-0.52999338
-0.99670757,0.23410753
-0.00655175,1.11593022
-0.48187004,-0.1771236
-1.03793326,0.08938223
0.64983118,0.88533672
0.74483335,-0.4130875
-0.48874427,0.81211571
-0.13640958,0.56990339
-0.90298235,0.4313867
-0.09066801,0.42366937
-1.03257831,-0.11051196
-1.06699415,0.2101984
-0.63336857,0.80505512
-0.94578606,0.14261932
-0.47133304,-0.16639162
-0.43949935,0.33717906
0.29386379,-0.37285388
0.93375272,-0.24761836
0.43896781,-0.34403028
1.02584251,0.08337699
0.84869196,0.40947008
0.38567075,-0.31271376
-0.35310064,-0.50554288
0.50067229,0.20707517
-0.99260149,0.09430265
0.48147488,0.16759491
0.5362826,-0.13478378
0.19684642,-0.46795218
0.93540215,-0.13377454
0.75042713,-0.66978528
0.69990585,0.70797959
-0.36999255,-0.41424856
0.0244228,-0.48068103
-0.04029951,1.0049996
0.08255275,1.02021588
0.08212317,-0.49630124
0.45313596,-0.22514442
0.92130912,-0.30405496
0.41387731,0.20843226
-0.20180681,-0.97561845
0.99421196,-0.09042921
0.79480837,0.61093018
-0.48142144,0.12368473
-0.91629464,-0.24870509
-0.7203303,0.82148603
0.21826621,-0.96224621
-0.8804106,-0.10572736
0.06127025,-0.46420094
0.45917711,0.92589071
-0.65383567,0.80529373
0.46759432,0.13707408
-0.27638545,-0.39555842
0.73420195,0.72230182
0.37536133,0.18926024
0.19350396,-0.35373662
-0.10467241,0.42929256
-0.53223276,-0.27890029
0.52231407,0.00321654
-0.75367454,0.66368382
-0.63716122,0.8019867
0.47303933,-0.12813212
0.89220131,-0.51070228
-0.22047098,-0.45181082
0.52051415,-0.09023461
-0.80298231,-0.3448272
0.08352735,0.46743112
-0.95886122,0.13580088
0.3595967,-0.8989569
-0.47889749,0.96948025
0.0830387,-0.4947713
0.97148749,-0.32415496
-0.15272977,-0.55483805
-0.11131467,0.52342826
-0.42991845,0.33462749
0.42671266,0.1996411
-0.94587283,-0.01596195
-0.61871672,-0.5776488
0.66511377,0.81185678
-0.37051888,-0.43092294
-0.17677415,-0.4625355
0.79557238,-0.46838846
-0.45610817,-0.1963536
-0.4688229,-0.92702741
0.69817671,-0.71768684
-0.48373593,0.06266205
-0.07589672,-0.51517974
0.25032469,0.37877819
0.07473894,0.56874093
-0.97051307,0.07287951
0.51129974,-0.01567588
-1.01440916,-0.12308882
-0.17969685,1.04434075
0.88663023,0.49794734
-0.32373488,-0.46529386
0.3863871,0.36944261
-0.67006881,0.73070382
-0.05572588,-0.48402844
0.49608986,0.07380315
-0.46101001,-0.11444676
-0.38574021,0.37716202
0.46271672,0.2113995
-0.21734493,-0.91262518
-0.72202306,-0.76270457
-0.46583567,-0.21039989
-0.15521472,-0.44959155
0.18361553,-0.3728971
-0.33608813,-0.47925604
0.04328125,1.04788519
0.48535424,0.05177606
1.0146353,-0.00973136
0.01107345,-0.55087948
-0.91635578,0.51077061
-0.22172884,1.03386011
-0.08332871,0.5113659
0.17363236,-0.38002476
-0.08333458,0.51056411
-0.25519544,0.50786718
-0.25734047,-0.99299538
-0.53457189,0.9045108
0.95908947,0.33299541
0.71088457,-0.66836274
-0.45708999,-0.11918684
-0.37135644,0.84344821
0.17681698,0.50916702
-0.12594512,0.48127999
-0.21009383,0.47930343
0.02568939,-0.47146415
-0.13803539,0.42007684
-0.55566965,0.80190755
0.68282687,0.73023673
0.94040043,0.16422525
0.42261042,-0.1402703
0.25893416,0.4037684
0.39285047,0.30871089
-0.35373489,0.33721623
0.24115817,0.40396728
0.48663176,-0.20383563
-0.04016977,-0.97675257
-0.27738559,0.32973709
-0.45135372,-0.18630664
-0.33457691,-0.98540016
0.54260314,-0.89256533
-0.56714943,-0.78483289
0.42892876,-0.24827013
-0.29617717,0.44208928
0.97683753,-0.13648134
0.49347629,0.08578022
0.46836509,-0.08129914
-0.5300795,0.07596196
-0.92026963,0.01524201
0.01026953,0.42216219
-0.29980686,0.85900451
-0.9743489,-0.33823505
-0.13924804,0.94072449
0.72195103,0.57852009
-0.06408844,1.03696759
-0.57966909,-0.8001707
0.42886999,0.16549053
0.35481182,1.07161992
0.40075457,0.10626421
-0.8981302,0.48227403
-0.30425948,-0.36939155
0.22021212,0.3230963
-0.78194941,-0.62395549
0.36773357,0.87623527
-0.25362383,-0.41158101
-0.35757686,-0.17815365
-0.37269277,-0.19890764
-0.40614908,0.35523514
-0.15336372,-0.53939298
1.01718569,-0.0626816
0.34475174,-1.0369937
0.30867986,0.38498719
-0.08919257,-0.50944523
0.76837997,0.63621131
0.29161952,1.07585056
-0.51350492,0.14854439
-0.495245,-0.20578727
-0.35847978,-0.3544982
0.44603305,0.92960692
-0.46336537,0.17633951
0.52578851,0.04794685
-0.95799264,-0.15461445
0.34989508,0.85070767
-0.08315044,0.46808754
-0.90239191,-0.37933365
-0.28448362,0.25271141
0.00804622,0.49187458
-1.06904009,-0.235484
0.54131452,0.07068909
0.40116115,-0.32020304
0.24558339,0.54247219
0.04105164,0.51870676
-0.89994899,0.16589979
0.67432022,0.78618331
0.49528374,-0.81547072
0.12716728,-0.95199039
1.00625341,0.30537748
-0.66067354,-0.77833072
0.33186973,0.92853649
0.30692215,-0.48599862
0.28018891,0.94339994
-0.05538194,-1.07762569
0.24130859,0.47510465
0.09401596,0.57309239
-0.39466101,-0.89659757
-0.427261,0.16985568
-0.27567365,-0.47109775
-0.40232266,0.91519602
-0.27921616,0.46232819
-0.41387121,0.92062464
0.04817468,-0.47036329
-0.56260646,-0.03591352
-0.32078433,0.45339629
0.73134644,-0.77032584
0.26505724,-1.06997515
0.09950878,0.50105822
-0.50152796,-0.19508637
0.80979109,0.51372662
0.33559772,-0.42718294
0.05338882,0.95320676
-0.31960009,0.92011298
0.00180821,0.91141666
-0.36934146,-0.38308633
-0.11968546,0.4742825
-0.18714291,0.47477932
-0.3259111,-1.02563967
0.8655424,-0.6187995
0.09081532,0.4193511
-0.36945364,0.29480321
-0.48274373,0.22182249
0.44547847,0.12500843
-0.96667053,-0.02623542
-0.17321041,-0.45306138
0.30272671,-0.50356387
-0.97038148,0.34496932
0.31837251,0.39846033
-0.55722059,0.84491878
0.983051556,-0.000581023639
-0.55147343,0.91246475
0.51533598,0.05415609
0.92830053,0.36119739
0.4963978,-0.06349623
-0.07739021,-1.01646173
0.52559266,0.87931114
0.58199598,0.12319227
0.62764031,-0.67840618
-0.34523196,0.33167633
0.89902782,-0.37311285
0.70207822,0.67346252
-0.52131672,0.06024347
-0.60173846,-0.80335817
0.39882274,-0.08542249
0.03298893,0.47467016
0.80071369,-0.59106066
0.98608631,0.16568415
-0.38870299,0.89450012
1.032332,0.44981469
0.19294176,0.86732618
-0.77106205,-0.51947831
1.00555357,-0.11703294
0.46150585,0.28862381
-0.15452973,-0.54482859
-0.48601494,0.11864529
0.37645013,0.30961458
-0.80628868,0.63039372
-0.31993981,0.41118942
0.05152488,1.04020427
0.95078796,-0.42135338
0.70102527,-0.74350926
0.11252168,-0.53503835
-0.75959519,0.69836489
0.49135645,-0.12112748
-0.1278135,-0.41726473
0.51402787,0.04867784
-0.0353652,-0.48823916
-0.30562576,-0.48787049
-0.05194632,0.47465808
0.74477664,-0.66335884
0.29927881,-0.37728144
0.55003446,0.19891895
-0.16645323,0.91332053
-1.02131607,0.29942087
-0.82789347,0.60663995
-0.1876752,0.96999133
0.44925155,-0.0852632
-0.76731619,0.63494407
-1.02403465,-0.0606368
0.16888671,0.94117561
-0.89748566,-0.36196264
-0.33287338,0.96601987
0.39234593,-0.89780262
1.04440804,0.22732417
-0.36703627,-0.83834986
-0.50457073,0.03264779
0.78027476,0.53223205
0.67989201,0.70896127
-0.43912912,-0.124304
-0.95662402,-0.12203695
0.35434602,0.3793915
1.03065358,-0.03546151
-1.00692891,0.02280212
-0.51894634,0.77174469
-0.21935657,-0.37199472
-0.19463774,0.43167214
-0.80535557,0.60071397
0.05089903,-0.46285186
0.432222,-0.31745007
-0.98847279,-0.34524671
0.46113921,-0.20982594
0.06176014,0.48105532
0.98432074,0.33188343
-0.1926019,0.99680022
-0.22127983,-0.94099351
0.21995401,-0.49037795
-0.60419143,-0.87788201
0.23807229,-0.93516699
0.70064614,0.642798
-0.44865966,-0.87563776
-0.67905083,0.70496491
-0.32319484,-0.33498142
0.29034694,0.32924966
0.80261761,0.55210805
0.03500583,-0.93395444
0.0948727,1.01423645
-0.46148056,0.03280483
0.37454938,-0.39542612
-0.4976687,-0.86697452
0.56497975,0.77142176
-0.75525561,0.59195284
0.85303639,0.62030676
0.88103087,0.36881203
-0.51958011,0.06320381
0.51624458,0.10036766
0.45010512,0.08752253
-0.20843428,-0.37310223
-0.3114489,0.27889392
0.40368306,-0.35622891
-0.9736835,0.39892869
0.20178427,-1.00475664
0.55834283,-0.74075266
0.03440156,-0.95094034
0.24596478,0.44079418
0.35550263,-0.4300355
0.55343541,-0.24636624
-0.99133349,-0.31726506
0.64211472,-0.85421556
0.55014798,0.02476116
0.45139789,-0.19105683
-0.20850005,-0.51455067
-0.72227355,0.70975725
0.08946695,-0.50575185
0.3206877,0.18301076
0.49672235,-0.89170195
-0.37206688,-0.90962267
0.24199612,1.05197241
-0.95814343,0.27526738
0.37023089,-0.29890572
-0.59701052,-0.84820263
0.93107972,0.41475235
1.01047653,-0.08631023
0.48720942,0.86450656
0.55503787,0.05401706
-0.70403103,-0.66766373
-0.15469422,-0.47403845
0.1333003,0.49470142
0.09000481,-0.47642624
-0.01934239,0.39901362
-0.86980002,-0.48999923
0.03583994,1.0311114
0.01819525,-0.98503271
-0.29954159,-0.31075177
-0.89998092,-0.39573874
-0.89936016,0.40269243
0.58588407,-0.77969305
0.80933469,-0.63881797
-0.97441094,0.25807875
-0.72127643,-0.60813202
-0.18417084,0.3842476
1.06646964,0.17771191
0.13249696,0.50699337
-0.45749952,0.05617457
-0.47002526,0.08222049
0.43551948,-0.09211393
0.30119156,-0.46805396
-0.37898051,0.31210946
0.36374235,-0.41132757
-1.00850634,0.20330314
-0.73862654,-0.74520131
-0.89988885,0.53785298
0.45159372,0.08734138
0.0289244,-0.52789123
-0.83515887,-0.55437235
0.13447871,0.92628033
0.94820556,-0.44552288
0.47491144,-0.05619529
0.51105032,0.91860495
0.46002928,0.29912876
-0.17899474,-0.39584663
-0.41385284,-0.33249028
0.42905618,0.31583104
0.74484036,0.63599211
0.00967198,0.4907525
-0.37053755,-0.23735211
-1.00352438,0.29570006
-0.92962433,-0.1847365
-0.31431294,-0.36687829
-1.01443389,-0.12132791
-0.98951394,-0.08005696
0.22572618,0.53326768
-0.02838936,-0.53120996
0.59605402,0.87547667
-0.23177889,-0.52248144
-0.48172257,-0.03871492
-0.2527891,1.02940899
-0.09702629,-0.4287607
0.94418831,0.19578286
-0.31206672,-0.29047478
0.53330624,0.04016336
-1.06472311,-0.11008467
-0.54032312,0.80530031
-0.45339676,0.84106442
-0.52287396,0.11757164
0.90954213,0.31946254
0.23341257,-0.94834631
0.73579248,-0.56565411
-0.42609646,-0.86000829
0.30620365,-0.37646448
0.51379679,-0.08031508
-0.56702896,0.05077067
-0.35716118,0.43313944
-0.36756162,-0.33676203
0.61231242,0.83264533
-0.33243935,0.38178362
-0.95431131,-0.0244051
0.21694892,0.51974405
0.48831359,-0.87101551
-0.24513226,0.41072077
0.35171418,-0.92478499
-0.03186504,-0.43384804
-0.36567906,0.44665628
0.47810361,-0.86687361
0.4556184,0.24775644
0.16916267,0.419925
0.84089884,-0.67409201
0.22199785,-1.01337402
-0.39245914,0.34092532
1.02838742,-0.20401715
0.13139997,0.94834248
0.9390014,-0.67587466
-0.46055054,0.88433499
0.87633623,-0.44661296
-0.4191942,0.00915646
-0.3692478,0.24762384
-0.30521389,-0.466132
0.26681784,0.47492707
0.95363281,-0.31870281
0.48272212,-0.10724925
-0.90404785,0.50771927
0.43984782,0.90763145
0.08404875,-0.52916905
0.23745662,0.99541635
-0.17387782,-0.39542984
0.45015585,-0.95885334
0.33682493,0.99195178
0.46024152,0.86915411
-0.33371379,0.42889788
0.36683874,0.32196556
0.39116918,0.10422653
0.44777019,-1.02860775
0.54006602,-0.11901244
-0.24334291,-0.39846841
-0.91774587,-0.33881984
0.72188195,0.75384053
1.00162129,-0.08873974
-0.98448292,0.2646243
-0.36001878,-0.38203513
0.40540609,0.31779985
0.40610791,0.31928798
0.4731525,0.0285792
-0.07448372,0.55696747
0.01095336,-0.56608377
0.39325743,-0.41467457
0.40715871,-0.22382252
-0.41763281,0.18930657
0.67834695,-0.72889963
0.57765312,0.77342469
0.46623349,0.23057313
-0.16363608,0.48713411
0.37050197,-0.27741956
-0.74052473,-0.63608127
-0.4336903,0.29669173
0.20297629,-0.93802206
-0.4158488,0.22031465
-0.44929536,0.20308062
-0.49579698,-0.81751793
0.87421593,-0.377343
-0.98375486,-0.01540152
-0.12442707,0.6012321
-0.48573864,-0.24509621
-0.87823621,-0.18222622
-0.88133284,-0.31812133
-0.39059976,-0.35018193
0.08172883,0.99655749
0.89166591,-0.47884463
0.36511388,0.22657194
-0.88124463,-0.51369524
0.50893787,-0.06203218
-0.10105873,-0.4631961
1.01046888,-0.16513693
-0.60788573,0.66731103
-0.46487413,0.10742449
-0.53131332,0.00395201
0.59553698,-0.76405427
0.94242534,-0.12565213
-0.64848329,-0.91823269
0.91666999,-0.5560773
